run_id,protocol,split_name,configuration,setting,scalar_feature_count,seed,window_accuracy,window_macro_f1,window_worst_recall,recording_count,recording_accuracy,recording_macro_f1,recording_worst_recall,evidence_status,prediction_path
postfix_neural_fusion_20260710_180646,upward_1000_2000_to_3000_rpm,cross_rpm,no_scalars,vibration_current,0,46,0.6388667198723065,0.6622969106991302,0.4832402234636871,28,0.6428571428571429,0.6694899303594956,0.375,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_cross_rpm_seed46_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_26,vibration_current_auxiliary_only,26,42,0.9934823091247672,0.9940048589118872,0.988826815642458,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_auxiliary_only_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_26,vibration_current_auxiliary_only,26,43,0.99487895716946,0.9952865036234426,0.9925512104283054,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_auxiliary_only_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_26,vibration_current_auxiliary_only,26,44,0.9920856610800745,0.9926672110882956,0.9869646182495344,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_auxiliary_only_source_file_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_context_28,vibration_current_rpm_load,28,42,0.9916201117318436,0.9919622417336216,0.9795158286778398,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_context_28,vibration_current_rpm_load,28,43,0.9930167597765364,0.9935379945430808,0.9869646182495344,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,auxiliary_context_28,vibration_current_rpm_load,28,44,0.98975791433892,0.9903298620907196,0.9757914338919924,12,1.0,1.0,1.0,posthoc_exploratory_same_holdout,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_source_file_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,context_2,vibration_current_rpm_load_only,2,42,0.8635940409683427,0.8815795542528827,0.6452513966480447,12,0.9166666666666666,0.9285714285714286,0.75,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_only_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,context_2,vibration_current_rpm_load_only,2,43,0.7816573556797021,0.8067079179175295,0.6298882681564246,12,0.75,0.7857142857142857,0.5,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_only_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,context_2,vibration_current_rpm_load_only,2,44,0.8291433891992551,0.8482202536499006,0.520949720670391,12,0.8333333333333334,0.8541666666666666,0.5,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_rpm_load_only_source_file_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_engineered_254,full_engineered_features_254,254,42,0.9925512104283054,0.9933026325694796,0.9813780260707636,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_engineered_254,full_engineered_features_254,254,43,0.9934823091247672,0.9932006538259572,0.988826815642458,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_engineered_254,full_engineered_features_254,254,44,0.9953445065176908,0.995107199558842,0.988826815642458,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_engineered_features_254_source_file_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_fusion_legacy_262,full_multisource_fusion,262,42,0.99487895716946,0.9949953952331502,0.994413407821229,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_fusion_legacy_262,full_multisource_fusion,262,43,0.99487895716946,0.9950531973946348,0.9925512104283054,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,full_fusion_legacy_262,full_multisource_fusion,262,44,0.9934823091247672,0.992937550780568,0.9776536312849162,12,1.0,1.0,1.0,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_full_multisource_fusion_source_file_seed44_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,no_scalars,vibration_current,0,42,0.8836126629422719,0.8993062552227422,0.6689944134078212,12,0.9166666666666666,0.9285714285714286,0.75,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_source_file_seed42_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,no_scalars,vibration_current,0,43,0.8864059590316573,0.9018354951377195,0.6620111731843575,12,0.9166666666666666,0.9285714285714286,0.75,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_source_file_seed43_predictions.csv
postfix_neural_fusion_20260710_180646,source_recording,source_file,no_scalars,vibration_current,0,44,0.8798882681564246,0.8960783708470422,0.6606145251396648,12,0.9166666666666666,0.9285714285714286,0.75,corrected_formal_train_only_zscore,results\formal_runs\postfix_neural_fusion_20260710_180646\predictions\corrected_fusion_vibration_current_source_file_seed44_predictions.csv
