prediction_file,aggregation,source_count,split_name,model,setting,seed,scalar_feature_count,setting_label,evidence_status,run_tag,sequence_length,accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,worst_class_recall
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed42_predictions.csv,majority_vote,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9642857142857144,0.96875,0.9722222222222222,0.9686274509803922,0.9644257703081232,0.8888888888888888
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed43_predictions.csv,mean_probability,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9642857142857144,0.96875,0.9722222222222222,0.9686274509803922,0.9644257703081232,0.8888888888888888
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed43_predictions.csv,majority_vote,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9642857142857144,0.96875,0.9722222222222222,0.9686274509803922,0.9644257703081232,0.8888888888888888
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed44_predictions.csv,mean_probability,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9642857142857144,0.96875,0.9722222222222222,0.9686274509803922,0.9644257703081232,0.8888888888888888
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed44_predictions.csv,majority_vote,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9642857142857144,0.96875,0.9722222222222222,0.9686274509803922,0.9644257703081232,0.8888888888888888
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed45_predictions.csv,mean_probability,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,45,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9285714285714286,0.9444444444444444,0.9444444444444444,0.9375,0.9285714285714286,0.7777777777777778
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed45_predictions.csv,majority_vote,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,45,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.9285714285714286,0.9444444444444444,0.9444444444444444,0.9375,0.9285714285714286,0.7777777777777778
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed46_predictions.csv,mean_probability,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,46,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.8928571428571429,0.925,0.9097222222222222,0.9054621848739496,0.8961584633853541,0.75
corrected_fusion_vibration_current_auxiliary_only_cross_rpm_seed46_predictions.csv,majority_vote,28,cross_rpm,MultisourceFusionNet,vibration_current_auxiliary_only,46,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,0.8928571428571429,0.925,0.9097222222222222,0.9054621848739496,0.8961584633853541,0.75
corrected_fusion_vibration_current_auxiliary_only_source_file_seed42_predictions.csv,mean_probability,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_source_file_seed42_predictions.csv,majority_vote,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,42,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_source_file_seed43_predictions.csv,mean_probability,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_source_file_seed43_predictions.csv,majority_vote,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,43,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_source_file_seed44_predictions.csv,mean_probability,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_auxiliary_only_source_file_seed44_predictions.csv,majority_vote,12,source_file,MultisourceFusionNet,vibration_current_auxiliary_only,44,26.0,auxiliary_26,posthoc_exploratory_same_holdout,,,1.0,1.0,1.0,1.0,1.0,1.0
corrected_fusion_vibration_current_cross_condition_seed42_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current,42,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9523809523809524,0.9583333333333331,0.9583333333333331,0.9583333333333331,0.9523809523809524,0.9166666666666666
corrected_fusion_vibration_current_cross_condition_seed42_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current,42,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9523809523809524,0.9583333333333331,0.9583333333333331,0.9583333333333331,0.9523809523809524,0.9166666666666666
corrected_fusion_vibration_current_cross_condition_seed43_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current,43,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9285714285714286,0.9407051282051282,0.9375,0.9382971014492754,0.9294824016563148,0.9166666666666666
corrected_fusion_vibration_current_cross_condition_seed43_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current,43,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9285714285714286,0.9407051282051282,0.9375,0.9382971014492754,0.9294824016563148,0.9166666666666666
corrected_fusion_vibration_current_cross_condition_seed44_predictions.csv,mean_probability,42,cross_condition,MultisourceFusionNet,vibration_current,44,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9285714285714286,0.95,0.9375,0.9386253842775582,0.9298575820314948,0.8333333333333334
corrected_fusion_vibration_current_cross_condition_seed44_predictions.csv,majority_vote,42,cross_condition,MultisourceFusionNet,vibration_current,44,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.9285714285714286,0.95,0.9375,0.9386253842775582,0.9298575820314948,0.8333333333333334
corrected_fusion_vibration_current_cross_load_seed42_predictions.csv,mean_probability,42,cross_load,MultisourceFusionNet,vibration_current,42,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.8333333333333334,0.8205357142857144,0.8333333333333334,0.8184315684315684,0.8333095475952619,0.6666666666666666
corrected_fusion_vibration_current_cross_load_seed42_predictions.csv,majority_vote,42,cross_load,MultisourceFusionNet,vibration_current,42,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.8095238095238095,0.7928571428571429,0.7916666666666666,0.7851592851592851,0.8094128094128094,0.6666666666666666
corrected_fusion_vibration_current_cross_load_seed43_predictions.csv,mean_probability,42,cross_load,MultisourceFusionNet,vibration_current,43,0.0,no_scalars,corrected_formal_train_only_zscore,,,0.7857142857142857,0.8453947368421053,0.8125,0.8078341013824885,0.7803818301514154,0.5
